M	0.521037437	0.022658099	0.545988529	0.364041605	0.680009734	0.792037298	0.703139644	0.73111332	0.668446343	0.605518113	0.355259818	0.120099936	0.369033596	0.280626987	0.159295645	0.351398444	0.135681818	0.300625118	0.311645185	0.180962673	0.692735212	0.14152452	0.787546218	0.564802267	0.601135838	0.619291556	0.568610224	0.912027491	0.598462448	0.418863964
M	0.643144493	0.272573554	0.615783291	0.502016557	0.27047086	0.18176799	0.203608247	0.348757455	0.344367325	0.141322662	0.155274323	0.082203896	0.124440466	0.127320519	0.119386749	0.081323039	0.046969697	0.253835954	0.084538752	0.088796295	0.677252878	0.303571429	0.636128881	0.545398546	0.347553325	0.154563359	0.192971246	0.639175258	0.233589592	0.222878132
M	0.601495575	0.390260399	0.595743211	0.449798344	0.572940747	0.431016502	0.462511715	0.635685885	0.481580352	0.211246841	0.228560032	0.093922041	0.180370353	0.165879067	0.150831152	0.283954697	0.096767677	0.389846562	0.205690325	0.124783092	0.620881302	0.360074627	0.59915488	0.469323642	0.483589777	0.38537513	0.359744409	0.835051546	0.403705894	0.213433032
M	0.210090397	0.360838688	0.233501486	0.102992995	0.973232753	0.811361266	0.565604499	0.522862823	0.763481046	1	0.137904776	0.175528975	0.126655044	0.036770746	0.251453241	0.543215069	0.142954545	0.353665467	0.72814769	0.285390192	0.277094085	0.385927505	0.284406362	0.117808304	0.915472496	0.814011701	0.548642173	0.884879725	1	0.773711137
M	0.629892565	0.156577612	0.63098611	0.489704946	0.459788295	0.347892767	0.463917526	0.518389662	0.342765617	0.186815501	0.232766436	0.092683897	0.220562597	0.166671499	0.33235884	0.167918407	0.143636364	0.357075204	0.136179434	0.143625072	0.57999206	0.123933902	0.597394213	0.428052236	0.437363798	0.172415131	0.319488818	0.558419244	0.157500493	0.142594779
M	0.258838563	0.202570172	0.267984244	0.141625982	0.794378878	0.461996197	0.36972821	0.402037773	0.491190603	0.551179444	0.079486529	0.11676137	0.06879329	0.036693435	0.197062923	0.234310692	0.092727273	0.215381701	0.193729949	0.142482085	0.299325129	0.312633262	0.310992429	0.171368732	0.712738559	0.482783712	0.427715655	0.598281787	0.477035285	0.454939
M	0.533342799	0.347311464	0.523875337	0.380598599	0.390801801	0.274891111	0.264058107	0.367793241	0.334757074	0.157118787	0.120172608	0.090893011	0.114168591	0.088336764	0.088418262	0.086880764	0.056919192	0.196817579	0.081724546	0.041933797	0.59348948	0.41684435	0.603263102	0.437600099	0.482269035	0.223447915	0.302236422	0.663917526	0.295288784	0.187852551
M	0.318472242	0.376056814	0.320710386	0.184419444	0.686093199	0.445126066	0.219447048	0.297465209	0.549386012	0.517059815	0.169779164	0.22439143	0.146020826	0.082635124	0.241085087	0.210577703	0.062828283	0.274294374	0.098187651	0.153911962	0.362445415	0.429637527	0.35324843	0.219231243	0.622267714	0.330752588	0.213897764	0.534707904	0.321506012	0.393939394
M	0.284869137	0.409536693	0.302052381	0.159753768	0.788295413	0.533157475	0.43556701	0.464860835	0.631607048	0.504001685	0.069260616	0.141480024	0.077698723	0.031146416	0.136587687	0.246102082	0.089722222	0.232240955	0.190634322	0.096312306	0.300119095	0.498667377	0.327425318	0.170660342	0.6546259	0.497530828	0.430511182	0.70790378	0.554504238	0.342122524
M	0.259311846	0.484612783	0.277658766	0.141116536	0.68244312	0.675480032	0.532567948	0.424602386	0.460758142	0.683866891	0.066105813	0.273474983	0.060406163	0.030411968	0.184791107	0.52511491	0.195530303	0.271263497	0.140822874	0.315592778	0.284239778	0.763859275	0.277246317	0.162067266	0.753681569	1	0.882587859	0.759450172	0.552138774	1
